State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Haryana,SONIPAT,Gram,2001-02,Rabi,139,Hectare,0,Tonnes,0
Haryana,SONIPAT,Gram,2002-03,Rabi,180,Hectare,0,Tonnes,0
Haryana,SONIPAT,Gram,2003-04,Rabi,206,Hectare,0,Tonnes,0
Haryana,YAMUNANAGAR,Gram,2001-02,Rabi,142,Hectare,0,Tonnes,0
Haryana,YAMUNANAGAR,Gram,2002-03,Rabi,252,Hectare,0,Tonnes,0
Haryana,YAMUNANAGAR,Gram,2003-04,Rabi,244,Hectare,0,Tonnes,0
Haryana,AMBALA,Groundnut,2001-02,Kharif,1,Hectare,0,Tonnes,0
Haryana,AMBALA,Groundnut,2002-03,Kharif,9,Hectare,0,Tonnes,0
Haryana,AMBALA,Groundnut,2003-04,Kharif,12,Hectare,0,Tonnes,0
Haryana,BHIWANI,Groundnut,2001-02,Kharif,3,Hectare,0,Tonnes,0
Haryana,BHIWANI,Groundnut,2002-03,Kharif,20,Hectare,0,Tonnes,0
Haryana,BHIWANI,Groundnut,2003-04,Kharif,16,Hectare,0,Tonnes,0
Haryana,FARIDABAD,Groundnut,2003-04,Kharif,2,Hectare,0,Tonnes,0
Haryana,FATEHABAD,Groundnut,2003-04,Kharif,83,Hectare,100,Tonnes,1.20481927710843
